anon,comment,commenthidden,lang,minor,parentid,revid,roles,size,suppressed,tags,timestamp,title,user,userhidden
,/* 26 يوليو */  اجتماع باريس,,ar,,13602076,13603457,main,117536,,,2014-07-26 20:01:19,الحرب على غزة 2014,Osa osa 5,
,تحديث,,ar,,13601893,13602076,main,116009,,,2014-07-26 17:41:08,الحرب على غزة 2014,بدارين,
,/* 26 يوليو */ توسيع,,ar,,13596290,13601893,main,115794,,,2014-07-26 17:23:27,الحرب على غزة 2014,بدارين,
,/* 21 يوليو */ ملف,,ar,,13595386,13596290,main,114551,,,2014-07-26 07:53:50,الحرب على غزة 2014,بدارين,
,توسيع,,ar,,13594116,13595386,main,114292,,,2014-07-26 05:52:57,الحرب على غزة 2014,بدارين,
,/* 1 إلى 7 يوليو */,,ar,,13593629,13594116,main,113004,,,2014-07-26 02:28:02,الحرب على غزة 2014,سامي الرحيلي,
,/* 25 يوليو */,,ar,,13592751,13593629,main,113006,,,2014-07-26 00:17:44,الحرب على غزة 2014,محمد أحمد عبد الفتاح,
,بوت:إضافة قالب تصفح {{القضية الفلسطينية}}+عنوان+ترتيب (۸.۶),,ar,,13591832,13592751,main,113006,,,2014-07-25 19:45:51,الحرب على غزة 2014,ElphiBot,
,/* 25 يوليو */,,ar,,13591808,13591832,main,117845,,,2014-07-25 17:22:19,الحرب على غزة 2014,بدارين,
,,,ar,,13591800,13591808,main,117136,,,2014-07-25 17:16:08,الحرب على غزة 2014,بدارين,
,,,ar,,13591478,13591800,main,116122,,,2014-07-25 17:14:33,الحرب على غزة 2014,بدارين,
,,,ar,,13591464,13591478,main,116169,,,2014-07-25 16:10:21,الحرب على غزة 2014,Uishaki,
,تحديث,,ar,,13591434,13591464,main,116169,,,2014-07-25 16:08:03,الحرب على غزة 2014,Uishaki,
,تعديل طفيف,,ar,,13591425,13591434,main,115864,,,2014-07-25 16:02:40,الحرب على غزة 2014,Mohatatou,
,تعديل طفيف,,ar,,13590802,13591425,main,115864,,,2014-07-25 16:00:52,الحرب على غزة 2014,Mohatatou,
,/* 24 يوليو */,,ar,,13588669,13590802,main,115795,,,2014-07-25 13:48:43,الحرب على غزة 2014,عميد طاهر,
,/* 22 يوليو */,,ar,,13588537,13588669,main,115795,,,2014-07-25 05:51:35,الحرب على غزة 2014,بدارين,
,/* 14 يوليو */,,ar,,13588526,13588537,main,114440,,,2014-07-25 05:31:32,الحرب على غزة 2014,بدارين,
,/* 12 يوليو */,,ar,,13588516,13588526,main,114431,,,2014-07-25 05:29:54,الحرب على غزة 2014,بدارين,
,/* 24 يوليو */,,ar,,13588179,13588516,main,114422,,,2014-07-25 05:29:02,الحرب على غزة 2014,Osa osa 5,
,/* أسلحة ومفاجآت */  تطور قدارت حماس القتالية,,ar,,13587907,13588179,main,114413,,,2014-07-25 04:45:57,الحرب على غزة 2014,Osa osa 5,
,/* ردود الفعل */ تغيير صورة ردود الفعل الدولية لصورة موجودة على ويكيميديا كومنز,,ar,,13587423,13587907,main,113390,,,2014-07-25 03:44:19,الحرب على غزة 2014,Mohammedbas,
,,,ar,,13586979,13587423,main,113332,,,2014-07-25 01:06:46,الحرب على غزة 2014,عبد المؤمن,
,/* 24 يوليو */ الرد الإسرائيلي,,ar,,13586821,13586979,main,113285,,,2014-07-24 22:29:35,الحرب على غزة 2014,محمد أحمد عبد الفتاح,
,/* 24 يوليو */ إضافة عن قصف المدرسة,,ar,,13586115,13586821,main,112338,,,2014-07-24 21:41:23,الحرب على غزة 2014,محمد أحمد عبد الفتاح,
,,,ar,,13586080,13586115,main,111845,,,2014-07-24 19:27:08,الحرب على غزة 2014,محمد أحمد عبد الفتاح,
,/* 24 يوليو */ قصف مدرسة الأونروا,,ar,,13586000,13586080,main,111846,,,2014-07-24 19:23:48,الحرب على غزة 2014,محمد أحمد عبد الفتاح,
,/* 23 يوليو */,,ar,,13585991,13586000,main,111268,,,2014-07-24 19:14:52,الحرب على غزة 2014,محمد أحمد عبد الفتاح,
,/* 23 يوليو */,,ar,,13585777,13585991,main,111268,,,2014-07-24 19:14:00,الحرب على غزة 2014,محمد أحمد عبد الفتاح,
,توسيع,,ar,,13585538,13585777,main,111272,,,2014-07-24 18:38:38,الحرب على غزة 2014,بدارين,
,,,ar,,13585516,13585538,main,109179,,,2014-07-24 17:55:22,الحرب على غزة 2014,Uishaki,
,/* ردود الفعل */,,ar,,13585423,13585516,main,109066,,,2014-07-24 17:52:15,الحرب على غزة 2014,Uishaki,
,,,ar,,13585381,13585423,main,107856,,,2014-07-24 17:39:34,الحرب على غزة 2014,Uishaki,
,/* التسلسل الزمني */ تحويل إلى فقرات,,ar,,13585321,13585381,main,107855,,,2014-07-24 17:34:28,الحرب على غزة 2014,بدارين,
,/* 12 يوليو */,,ar,,13584988,13585321,main,108685,,,2014-07-24 17:26:15,الحرب على غزة 2014,بدارين,
,سيتم كتابة ذلك لاحقا بشكل موسوعي,,ar,,13584982,13584988,main,108828,,,2014-07-24 16:46:17,الحرب على غزة 2014,بدارين,
,/* ايقاف الرحلات الجويه */,,ar,,13583041,13584982,main,109777,,,2014-07-24 16:45:20,الحرب على غزة 2014,بدارين,
,/* سياسة تدمير المنازل والمباني */,,ar,,13582281,13583041,main,111665,,,2014-07-24 10:26:56,الحرب على غزة 2014,Justwiki,
,تعديل طفيف,,ar,,13582275,13582281,main,110716,,,2014-07-24 05:02:31,الحرب على غزة 2014,Mohatatou,
,تحيين وتطوير,,ar,,13582137,13582275,main,110719,,,2014-07-24 04:59:42,الحرب على غزة 2014,Mohatatou,
,تعديل طفيف,,ar,,13582130,13582137,main,108445,,,2014-07-24 04:12:04,الحرب على غزة 2014,Mohatatou,
,تعديل طفيف,,ar,,13580526,13582130,main,108445,,,2014-07-24 04:11:03,الحرب على غزة 2014,Mohatatou,
,/* ايقاف الرحلات الجويه */,,ar,,13580460,13580526,main,108377,,,2014-07-23 21:02:07,الحرب على غزة 2014,Justwiki,
,/* ايقاف الرحلات الجويه */,,ar,,13580427,13580460,main,107830,,,2014-07-23 20:49:41,الحرب على غزة 2014,Justwiki,
,/* ايقاف الرحلات الجويه */,,ar,,13580383,13580427,main,107820,,,2014-07-23 20:41:24,الحرب على غزة 2014,Justwiki,
,/* ايقاف الرحلات الجويه */,,ar,,13580377,13580383,main,107211,,,2014-07-23 20:26:54,الحرب على غزة 2014,Justwiki,
,/* سياسة تدمير المنازل والمباني */,,ar,,13579259,13580377,main,107212,,,2014-07-23 20:26:00,الحرب على غزة 2014,Justwiki,
,[[ميدياويكي:Gadget-RenommageCategorie|نقل تصنيفات]]: تعديل [[تصنيف:قطاع غزة في 2014]] إلى [[تصنيف:2014 في قطاع غزة]],,ar,,13576941,13579259,main,106489,,,2014-07-23 17:25:24,الحرب على غزة 2014,Muhends,
,,,ar,,13576381,13576941,main,106489,,,2014-07-23 08:48:32,الحرب على غزة 2014,عمر الشامي,
,تعديل طفيف,,ar,,13576353,13576381,main,106288,,,2014-07-23 05:05:03,الحرب على غزة 2014,Mohatatou,
,تعديل طفيف,,ar,,13576333,13576353,main,106065,,,2014-07-23 04:58:49,الحرب على غزة 2014,Mohatatou,
,الرجوع عن  التعديل 13576322 بواسطة [[Special:Contributions/Mohatatou|Mohatatou]] ([[User talk:Mohatatou|نقاش]]),,ar,,13576322,13576333,main,105774,,,2014-07-23 04:54:17,الحرب على غزة 2014,Mohatatou,
,تعديل طفيف,,ar,,13576314,13576322,main,105792,,,2014-07-23 04:51:37,الحرب على غزة 2014,Mohatatou,
,تعديل طفيف,,ar,,13576307,13576314,main,105774,,,2014-07-23 04:49:46,الحرب على غزة 2014,Mohatatou,
,تعديل طفيف,,ar,,13576305,13576307,main,105740,,,2014-07-23 04:48:20,الحرب على غزة 2014,Mohatatou,
,تحيين وتطوير,,ar,,13573886,13576305,main,105757,,,2014-07-23 04:47:28,الحرب على غزة 2014,Mohatatou,
,,,ar,,13573885,13573886,main,102471,,,2014-07-22 22:09:25,الحرب على غزة 2014,Uishaki,
,,,ar,,13573865,13573885,main,102472,,,2014-07-22 22:08:55,الحرب على غزة 2014,Uishaki,
,/* ردود الفعل */,,ar,,13572718,13573865,main,102912,,,2014-07-22 21:59:06,الحرب على غزة 2014,Uishaki,
,/* 20 يوليو */,,ar,,13572708,13572718,main,101872,,,2014-07-22 19:13:44,الحرب على غزة 2014,بدارين,
,/* 21 يوليو */,,ar,,13572539,13572708,main,101264,,,2014-07-22 19:12:59,الحرب على غزة 2014,بدارين,
,توسيع,,ar,,13572382,13572539,main,99936,,,2014-07-22 19:02:42,الحرب على غزة 2014,بدارين,
,/* مراجع */,,ar,,13572233,13572382,main,98729,,,2014-07-22 18:52:55,الحرب على غزة 2014,Muhends,
,[[ميدياويكي:Gadget-RenommageCategorie|نقل تصنيفات]]: تعديل [[تصنيف:حروب الفلسطينيون]] إلى [[تصنيف:حروب فلسطين]],,ar,,13569207,13572233,main,98706,,,2014-07-22 18:44:44,الحرب على غزة 2014,Muhends,
,تحديث,,ar,,13567285,13569207,main,98716,,,2014-07-22 09:10:35,الحرب على غزة 2014,بدارين,
,تهذيب  باستخدام [[Project:أوب|أوب]],,ar,,13566890,13567285,main,98938,,,2014-07-22 02:53:33,الحرب على غزة 2014,ZkBot,
,/* أسلحة ومفاجآت */,,ar,,13563096,13566890,main,99138,,,2014-07-22 01:06:00,الحرب على غزة 2014,Justwiki,
,/* 14 يوليو */ صورة,,ar,,13563078,13563096,main,99128,,,2014-07-21 15:13:53,الحرب على غزة 2014,بدارين,
,/* 9 يوليو */,,ar,,13563069,13563078,main,98879,,,2014-07-21 15:10:41,الحرب على غزة 2014,بدارين,
,/* 9 يوليو */,,ar,,13562706,13563069,main,98879,,,2014-07-21 15:09:42,الحرب على غزة 2014,بدارين,
,صورة,,ar,,13561826,13562706,main,98486,,,2014-07-21 14:21:00,الحرب على غزة 2014,بدارين,
,/* 20 يوليو */,,ar,,13561780,13561826,main,98256,,,2014-07-21 10:32:06,الحرب على غزة 2014,بدارين,
,/* 20 يوليو */,,ar,,13561777,13561780,main,97686,,,2014-07-21 10:22:40,الحرب على غزة 2014,عمر الشامي,
,رجوع,,ar,,13561765,13561777,main,97433,,,2014-07-21 10:21:39,الحرب على غزة 2014,بدارين,
,"حمى ""[[الحرب على غزة (2014)]]"": تعديلات كثيفة وسطحية لتغيير الأرقام وبدون مصادر موثوقة ([تعديل=السماح للمستخدمين المؤكدين تلقائيا فقط] (غير محدد) [�",,ar,,13561754,13561765,main,97762,,,2014-07-21 10:19:47,الحرب على غزة 2014,بدارين,
,/* اقتحام قاعدة زيكيم العسكرية */,,ar,,13561722,13561754,main,97762,,,2014-07-21 10:15:07,الحرب على غزة 2014,188.161.178.241,
,,,ar,,13561707,13561722,main,97725,,,2014-07-21 10:05:48,الحرب على غزة 2014,حساب لتصحيح,
,,,ar,,13561702,13561707,main,97655,,"استبدال ""إسرائيل"" بـ ""فلسطين""",2014-07-21 10:03:03,الحرب على غزة 2014,حساب لتصحيح,
,,,ar,,13561653,13561702,main,97596,,,2014-07-21 10:00:44,الحرب على غزة 2014,حساب لتصحيح,
,/* 20 يوليو */ صورة,,ar,,13561431,13561653,main,97434,,,2014-07-21 09:45:45,الحرب على غزة 2014,بدارين,
,/* خطاب خالد مشعل */ Fixed typo,,ar,,13561337,13561431,main,97138,,"mobile app edit,mobile edit",2014-07-21 08:44:23,الحرب على غزة 2014,Ma7seery,
,,,ar,,13561234,13561337,main,97136,,,2014-07-21 08:02:52,الحرب على غزة 2014,بدارين,
,,,ar,,13560902,13561234,main,96687,,,2014-07-21 07:05:22,الحرب على غزة 2014,بدارين,
,,,ar,,13559942,13560902,main,96702,,"mobile edit,mobile web edit",2014-07-21 04:18:18,الحرب على غزة 2014,نبيل الشريف,
,,,ar,,13559801,13559942,main,96687,,,2014-07-20 22:14:18,الحرب على غزة 2014,Uishaki,
,,,ar,,13559794,13559801,main,97562,,,2014-07-20 21:05:55,الحرب على غزة 2014,5.28.190.59,
,,,ar,,13559739,13559794,main,97462,,,2014-07-20 21:02:09,الحرب على غزة 2014,91.93.16.31,
,/* 20 يوليو */,,ar,,13559454,13559739,main,97491,,لفظ تباهي,2014-07-20 20:28:59,الحرب على غزة 2014,37.46.46.195,
,/* 20 يوليو */,,ar,,13558568,13559454,main,96687,,,2014-07-20 18:50:03,الحرب على غزة 2014,بدارين,
,/* 20 يوليو */ سأضع المراجع لاحقاً,,ar,,13558458,13558568,main,95755,,,2014-07-20 16:32:26,الحرب على غزة 2014,بدارين,
,18 قتيل,,ar,,13558423,13558458,main,95043,,,2014-07-20 15:55:41,الحرب على غزة 2014,بدارين,
,,,ar,,13558265,13558423,main,94808,,,2014-07-20 15:46:39,الحرب على غزة 2014,212.106.79.148,
,رجوع لا مصادر تشير إلى ذلك,,ar,,13558240,13558265,main,94806,,,2014-07-20 14:49:11,الحرب على غزة 2014,محمد أحمد عبد الفتاح,
,,,ar,,13558223,13558240,main,94846,,,2014-07-20 14:44:27,الحرب على غزة 2014,94.229.78.62,
,,,ar,,13557533,13558223,main,94807,,,2014-07-20 14:42:08,الحرب على غزة 2014,94.229.78.62,
,/* مساعي التهدئة */,,ar,,13557522,13557533,main,94806,,,2014-07-20 12:59:20,الحرب على غزة 2014,Taherelshafei,
,,,ar,,13557487,13557522,main,94722,,,2014-07-20 12:57:29,الحرب على غزة 2014,بلال الدويك,
,لا داعي للاسم الانجليزي,,ar,,13557065,13557487,main,94678,,,2014-07-20 12:45:26,الحرب على غزة 2014,Uishaki,
,/* 20 يوليو */,,ar,,13556642,13557065,main,95103,,,2014-07-20 10:59:42,الحرب على غزة 2014,بدارين,
,/* 19 يوليو */,,ar,,13556640,13556642,main,95045,,,2014-07-20 08:44:41,الحرب على غزة 2014,بدارين,
,/* 19 يوليو */,,ar,,13556029,13556640,main,95023,,,2014-07-20 08:44:20,الحرب على غزة 2014,بدارين,
,,,ar,,13554477,13556029,main,94829,,,2014-07-20 03:53:33,الحرب على غزة 2014,Pass276,
,استرجاع تعديلات [[خاص:مساهمات/Farouksayf|Farouksayf]] ([[نقاش المستخدم:Farouksayf|نقاش]]) حتى آخر نسخة بواسطة [[مستخدم:محمد الفلسطيني|محمد الفلسطيني]],,ar,,13554473,13554477,main,94793,,,2014-07-19 20:38:04,الحرب على غزة 2014,مصعب,
,,,ar,,13554135,13554473,main,94794,,,2014-07-19 20:35:22,الحرب على غزة 2014,Farouksayf,
,/* 19 يوليو */,,ar,,13554090,13554135,main,94793,,,2014-07-19 19:38:14,الحرب على غزة 2014,بدارين,
,/* 19 يوليو */ توسيع,,ar,,13553850,13554090,main,93866,,,2014-07-19 19:34:00,الحرب على غزة 2014,بدارين,
,/* 19 يوليو */,,ar,,13553729,13553850,main,92053,,,2014-07-19 19:09:35,الحرب على غزة 2014,بدارين,
,,,ar,,13553605,13553729,main,91490,,,2014-07-19 18:53:05,الحرب على غزة 2014,بدارين,
,الرجوع عن التعديل 13553574 (بدون مصادر موثوقة أو مستقلة),,ar,,13553574,13553605,main,91648,,,2014-07-19 18:35:14,الحرب على غزة 2014,بدارين,
,,,ar,,13553568,13553574,main,91652,,,2014-07-19 18:30:12,الحرب على غزة 2014,Farouksayf,
,مراجعة,,ar,,13553547,13553568,main,91648,,,2014-07-19 18:28:51,الحرب على غزة 2014,بدارين,
,/* ردود الفعل */,,ar,,13552680,13553547,main,92077,,,2014-07-19 18:25:11,الحرب على غزة 2014,Farouksayf,
,/* أسلحة ومفاجآت */,,ar,,13551537,13552680,main,91648,,,2014-07-19 16:27:06,الحرب على غزة 2014,عمر الشامي,
,الرجوع عن التعديل 13551409 (بحاجة لمصادر ، لا تستخدم مصادر أولية),,ar,,13551409,13551537,main,91626,,,2014-07-19 13:58:08,الحرب على غزة 2014,بدارين,
,/* 19 يوليو */,,ar,,13551054,13551409,main,92533,,,2014-07-19 13:44:40,الحرب على غزة 2014,Marco 2 en,
,,,ar,,13550653,13551054,main,91626,,,2014-07-19 12:03:14,الحرب على غزة 2014,41.225.198.57,
,,,ar,,13550526,13550653,main,91609,,,2014-07-19 10:23:29,الحرب على غزة 2014,عبد المؤمن,
,/* 18 يوليو */,,ar,,13550440,13550526,main,91447,,,2014-07-19 09:22:46,الحرب على غزة 2014,بدارين,
,/* 19 يوليو */,,ar,,13550425,13550440,main,90685,,,2014-07-19 08:48:46,الحرب على غزة 2014,بدارين,
,/* 18 يوليو */,,ar,,13550363,13550425,main,89120,,,2014-07-19 08:35:48,الحرب على غزة 2014,بدارين,
,/* 15 يوليو */,,ar,,13548911,13550363,main,87925,,,2014-07-19 07:59:43,الحرب على غزة 2014,بدارين,
,,,ar,,13548703,13548911,main,87773,,"استبدال ""إسرائيل"" بـ ""فلسطين""",2014-07-19 00:09:26,الحرب على غزة 2014,41.225.198.57,
,/* الصواريخ تضرب تل أبيب وحيفا */,,ar,,13548671,13548703,main,87937,,,2014-07-18 23:02:41,الحرب على غزة 2014,يسري عطية,
,/* أسلحة ومفاجآت */,,ar,,13548259,13548671,main,87788,,,2014-07-18 22:44:12,الحرب على غزة 2014,عمر الشامي,
,/* 18 يوليو */,,ar,,13548064,13548259,main,87778,,,2014-07-18 19:50:50,الحرب على غزة 2014,بدارين,
,(Script) [[commons:COM:FR|File renamed]]: [[File:The aggressive acts of Israel against Palestinians in Gaza also affected children. 782014.jpg]] → [[File:Palestinian man with child during Operation Protective Edge.jpg]] [[commons:COM:FR#reasons|File...,,ar,,13546298,13548064,main,87525,,,2014-07-18 19:02:48,الحرب على غزة 2014,Marcus Cyron,
,,,ar,,13545471,13546298,main,87555,,,2014-07-18 14:51:57,الحرب على غزة 2014,بدارين,
,/* 17 يوليو */ اعادة بسبب تضارب تحرير,,ar,,13545408,13545471,main,87291,,,2014-07-18 11:42:59,الحرب على غزة 2014,بدارين,
